"","date","","","","","","","","","",""
"1",5829,6367.25073486833,0,7202.50222108336,0,6451.77866668951,0,7159.13264526557,0,9708.13485024122,0
"2",5830,6610.17816696378,0,3922.12131403941,0,6230.29520719078,0,4026.27779595961,0,7421.96423513059,0
"3",5831,6394.92929207493,0,7036.16952850727,0,6533.74062636686,0,7089.49322422195,0,9685.75048158151,0
"4",5832,6572.79861246345,0,3218.70150557411,0,5974.52773261146,0,3245.82958618533,0,6798.44620625692,0
"5",5835,6039.8812858853,0,5549.42918102576,0,5860.82614834419,0,5494.18783048953,0,8221.09674302605,0
"6",5836,5795.97691417299,0,7554.50126604115,0,5937.69289866721,0,7403.07726433254,0,9567.62845784908,0
"7",5838,6305.86673741315,0,8975.53455366036,0,6715.11066863229,0,8894.79107037294,0,11071.3287430761,0
"8",5839,6800.94099058595,0,9357.64891724225,0,7262.35045615888,0,9318.87173611579,0,11725.0579926105,0
"9",5842,7375.33121733934,0,7597.05750816291,0,7515.51485150801,0,7632.07934647848,0,10770.154537616,0
"10",5843,7579.20949839139,0,9226.26224946536,0,7980.62864454276,0,9259.52383813536,0,12181.7881151302,0
"11",5845,8126.59993781087,0,8296.69046785634,0,8245.3481563164,0,8304.3082918656,0,11789.7430607448,0
"12",5846,8386.04776010906,0,6106.35006479792,0,8135.05481928092,0,6186.2410060841,0,10297.7120871778,0
"13",5849,8176.22007841051,0,4793.19218474512,0,7739.03427857814,0,4916.75320012206,0,9163.24324968563,0
"14",5850,7748.41222219074,0,6942.67844663131,0,7650.43933965381,0,6972.6149694755,0,10503.6575194639,0
"15",5851,7645.38502890894,0,1340.56386924721,0,6394.9876644631,0,1217.05958852423,0,5936.24113350068,0
"16",5852,6360.2195947245,0,2570.32003817071,0,5478.10827676058,0,2434.82236483968,0,6058.36329011786,0
"17",5853,5542.26568615089,0,4042.25951320975,0,4994.78504010141,0,3860.40982624195,0,6647.21763404916,0
"18",5856,5003.68636503913,0,3837.4601194758,0,4535.70137252792,0,3691.1252634857,0,6159.93811515246,0
"19",5857,4395.14646555351,0,4632.80401233104,0,4129.27776736703,0,4434.66035100856,0,6350.01163846045,0
"20",5858,4101.24228982145,0,2862.27505009808,0,3679.28684477343,0,2772.72994813522,0,4844.79503568147,0
"21",5859,3754.88117826543,0,704.760712365704,0,3084.5043153933,0,694.149538076141,0,2982.26881098659,0
"22",5860,3076.84124528398,0,3895.69968165826,0,2947.43797955019,0,3722.8496892856,0,4926.58112218329,0
"23",5864,3074.3860610911,0,6719.98576365003,0,3564.9407622367,0,6628.54800128927,0,7205.03712415865,0
"24",5865,4086.86879064814,0,1142.78722693568,0,3458.44361080838,0,1075.48630496309,0,3503.21526829889,0
"25",5866,3559.89383791669,0,63.6570671812208,0,2890.46918831679,0,66.7634124358591,0,2366.68482436306,0
"26",5867,2935.06899107518,0,1525.97185770027,0,2597.15065962971,0,1522.71029661181,0,3098.23101315782,0
"27",5870,2513.64657971751,0,3456.6284279803,0,2582.21473232082,0,3438.37319827801,0,4325.66606999097,0
"28",5871,2567.95383327081,0,3394.77759430453,0,2667.5894035698,0,3403.2933651683,0,4335.29277708644,0
"29",5872,2637.04530194866,0,6388.64395106873,0,3186.51217301228,0,6294.48978705921,0,6650.53798471607,0
"30",5873,3083.29911744944,0,2982.258757064,0,3092.60707283447,0,3015.08289177541,0,4363.1382984274,0
"31",5874,3166.43552215187,0,5370.16603655559,0,3567.68431768974,0,5362.49962200967,0,6263.29279503378,0
