"date","H1","ph1","H10","ph10"
1986-04-25,2218.02740965223,"1",2130.97953594265,"1"
1986-04-28,1785.02532883841,"1",1781.26524425993,"1"
1986-04-29,1690.77250398689,"1",1722.86231423323,"1"
1986-04-30,2628.53673776961,"1",2832.69777614148,"1"
1986-05-01,3161.86539907359,"1",3266.41042058264,"1"
1986-05-02,3766.57371863876,"1",2965.48007059516,"1"
1986-05-05,3733.8567100092,"1",2922.16462722724,"1"
1986-05-06,3654.34799548152,"1",2808.20588225699,"1"
1986-05-07,3260.18001167888,"1",2711.47267827214,"1"
1986-05-08,2797.65490655397,"1",2359.01051871735,"1"
1986-05-09,2647.47222085321,"1",2320.40428242449,"1"
1986-05-12,2918.10467281626,"1",2259.80959890031,"1"
1986-05-13,2711.89864480154,"1",2203.63652842502,"1"
1986-05-14,2346.26996771925,"1",1843.06317763503,"1"
1986-05-15,1684.44633993422,"1",1293.44273805935,"1"
1986-05-16,905.813547318601,"1",734.022345743792,"1"
1986-05-19,660.689818572596,"1",502.452626333604,"1"
1986-05-20,553.402884820686,"1",432.92247887179,"1"
1986-05-21,1174.42040571336,"1",973.870094702168,"1"
1986-05-22,889.181170375896,"1",828.95515051422,"1"
1986-05-23,696.232725527553,"1",553.143673169325,"1"
1986-05-27,1312.64407555171,"1",1430.30984455107,"1"
1986-05-28,913.863442668477,"1",695.446312055583,"1"
1986-05-29,1109.23239494958,"1",891.749965086199,"1"
1986-05-30,1712.91076964268,"1",1390.99971027285,"1"
1986-06-02,1739.97014614543,"1",1443.56635156273,"1"
1986-06-03,1331.78842983748,"1",1116.56069127828,"1"
1986-06-04,1267.04997741686,"1",1124.79272314452,"1"
1986-06-05,1026.94816601735,"1",885.455017147849,"1"
1986-06-06,987.289119104083,"1",813.964262998396,"1"
1986-06-09,947.205663372946,"1",895.997652937001,"1"
1986-06-10,1510.95041218703,"1",2260.61434531283,"1"
1986-06-11,2481.35481044079,"1",2023.91780072056,"1"
1986-06-12,2441.07157456714,"1",1979.80441899713,"1"
1986-06-13,1525.97226854871,"1",1222.53284365405,"1"
1986-06-16,3166.46275565333,"1",2895.73402664543,"1"
1986-06-17,2697.19465681955,"1",2597.79717804918,"1"
1986-06-18,990.476647528196,"1",848.9215512952,"1"
1986-06-19,1302.16158062721,"1",1530.86864857011,"1"
1986-06-20,3982.59880988041,"1",4552.85885754215,"1"
1986-06-23,4736.64559747383,"1",5118.0216335915,"1"
1986-06-24,5830.96535699059,"1",6228.94961436854,"1"
1986-06-25,7414.14356772846,"1",7896.54503787169,"1"
1986-06-26,6943.39694210561,"1",7468.28143187018,"1"
1986-06-27,7267.1439918837,"1",7760.81905833626,"1"
1986-06-30,8519.21000666339,"1",9071.11095679298,"1"
1986-07-01,8699.09065031218,"1",9126.96478515251,"1"
1986-07-02,9545.70582635566,"1",8690.42201607726,"1"
1986-07-03,8848.098295826,"1",8296.87125494763,"1"
1986-07-07,8464.48047570007,"1",8069.18125294613,"1"
1986-07-08,8384.96176675262,"1",8269.21401214806,"1"
1986-07-09,8551.81280243358,"1",8661.38338755119,"1"
1986-07-10,8239.76483172473,"1",8447.32448486751,"1"
1986-07-11,7943.95542160605,"1",8219.52784677374,"1"
1986-07-14,2440.63987842363,"1",2810.22958479451,"1"
1986-07-15,5087.88081272328,"1",5276.14646421246,"1"
1986-07-16,6695.75178201148,"1",7071.99104577017,"1"
1986-07-17,7083.90487948718,"1",6990.12941848188,"1"
1986-07-18,6613.24149430908,"1",6571.56444914458,"1"
1986-07-21,6922.25295342598,"1",7411.1036408968,"1"
1986-07-22,7639.35805549527,"1",8305.07603507009,"1"
1986-07-23,7491.06801621407,"1",8128.47042213653,"1"
1986-07-24,8242.12740465092,"1",8842.40288747562,"1"
1986-07-25,8435.20776623638,"1",9000.82280166927,"1"
1986-07-28,9403.5419897444,"1",9332.31144445651,"1"
1986-07-29,9444.06664883287,"1",9482.80672362383,"1"
1986-07-30,9988.50782429077,"1",9818.26137365618,"1"
1986-07-31,10180.5758440534,"1",10146.3479723876,"1"
1986-08-01,9141.92314058409,"1",9104.84917574,"1"
1986-08-04,9972.57358768055,"1",9706.83434940545,"1"
1986-08-05,10546.1743779023,"1",10097.1394896407,"1"
1986-08-06,10501.2844052855,"1",10227.0465366375,"1"
1986-08-07,10482.156258957,"1",10093.9527329453,"1"
1986-08-08,10132.8884934488,"1",9904.46712193609,"1"
1986-08-11,10241.0663156756,"1",10240.6470409393,"1"
1986-08-12,9959.7421809683,"1",9917.53658243374,"1"
1986-08-13,9749.62051182732,"1",9774.2895728355,"1"
1986-08-14,9814.63166774291,"1",9442.1725996234,"1"
1986-08-15,9498.68742145842,"1",9598.55151536285,"1"
1986-08-18,9448.82194678947,"1",9695.38523456402,"1"
1986-08-19,9255.89639072711,"1",9549.03123960809,"1"
1986-08-20,9498.82277323256,"1",9046.64755769968,"1"
1986-08-21,8973.17429041029,"1",8576.94790140511,"1"
1986-08-22,8412.57452125599,"1",8329.49240817837,"1"
1986-08-25,8349.81015142925,"1",8607.92857721309,"1"
1986-08-26,8680.93397598778,"1",8902.14779970717,"1"
1986-08-27,8991.57339261446,"1",9125.51838908293,"1"
1986-08-28,9145.23478567971,"1",9232.11647621125,"1"
1986-08-29,9013.40303702703,"1",8810.93253378225,"1"
1986-09-02,8668.81682955465,"1",8757.95781214667,"1"
1986-09-03,8532.99064242276,"1",8439.43347218708,"1"
1986-09-04,8284.2716186139,"1",8667.61485812284,"1"
1986-09-05,8206.07909174626,"1",8690.8165179474,"1"
1986-09-08,8492.95598576271,"1",9017.43840372555,"1"
1986-09-09,9296.11624655372,"1",9591.56217330268,"1"
1986-09-10,9133.97481231332,"1",9141.16231207407,"1"
1986-09-11,8942.13082199178,"1",8863.07547239316,"1"
1986-09-12,8653.07186522827,"1",8856.61416245682,"1"
1986-09-15,8598.73396828764,"1",8928.47662460038,"1"
1986-09-16,8734.33466165283,"1",9120.30273718632,"1"
1986-09-17,9499.94002650832,"1",9785.89779755779,"1"
1986-09-18,10013.2788505256,"1",9679.79063073762,"1"
1986-09-19,9731.07483058041,"1",9519.66047661815,"1"
1986-09-22,9447.93134760669,"1",9418.88762143828,"1"
1986-09-23,9539.46685530805,"1",7880.2355317535,"1"
1986-09-24,7857.72919723767,"1",6382.39034898632,"1"
1986-09-25,6340.90172435977,"1",5068.3930070799,"1"
1986-09-26,5010.18250994699,"1",3920.980819451,"1"
1986-09-29,4013.38339695387,"1",3104.26974164387,"1"
1986-09-30,2930.73677304293,"1",2299.19362391518,"1"
1986-10-01,2605.7944942214,"1",2271.25373546314,"1"
1986-10-02,2300.47854235187,"1",2219.83426206894,"1"
1986-10-03,2279.98281993817,"1",2510.3053282322,"1"
1986-10-06,2572.52565178017,"1",2173.64072850434,"1"
1986-10-07,2162.95911953003,"1",1867.05289763733,"1"
1986-10-08,1767.39817584877,"1",1592.26538595424,"1"
1986-10-09,1556.16898260476,"1",1298.4306134574,"1"
1986-10-10,1383.66794021407,"1",1104.29116158233,"1"
1986-10-14,1089.97656884948,"1",1204.54461485221,"1"
1986-10-15,1391.17142688491,"1",1249.84465191034,"1"
1986-10-16,1296.20881733291,"1",1149.5596666466,"1"
1986-10-17,1153.7566340356,"1",952.335763996722,"1"
1986-10-20,1555.38744467961,"1",1247.44310725122,"1"
1986-10-21,877.470491726368,"1",753.683536707769,"1"
1986-10-22,603.744818896606,"1",795.255825404096,"1"
1986-10-23,942.062513750478,"1",1152.82760204792,"1"
1986-10-24,1291.34742257616,"1",1940.4415267927,"1"
1986-10-27,1884.68930705058,"1",2369.91355572853,"1"
1986-10-28,2455.85602091438,"1",3096.52956585163,"1"
1986-10-29,3036.40060456664,"1",3543.32498018878,"1"
1986-10-30,3544.86135896028,"1",4286.957503086,"1"
1986-10-31,4236.41369427568,"1",5118.84120386014,"1"
1986-11-03,5685.97427841648,"1",6075.31587849529,"1"
1986-11-04,6046.32976839951,"1",6557.74018063083,"1"
1986-11-05,7086.05782033542,"1",7838.86320568402,"1"
1986-11-06,8162.92286998299,"1",8412.02629071093,"1"
1986-11-07,8527.13170999147,"1",8644.96626988241,"1"
1986-11-10,8558.31700899308,"1",8826.06928232277,"1"
1986-11-12,8929.26246077158,"1",9088.85539417015,"1"
1986-11-13,9152.57497170668,"1",8927.8097522632,"1"
1986-11-14,8886.08916641901,"1",8558.0696817889,"1"
1986-11-17,8433.92638762898,"1",8056.79569604888,"1"
1986-11-18,7990.89878347509,"1",7107.81050326457,"1"
1986-11-19,6949.51935166806,"1",5903.02561146552,"1"
1986-11-20,5875.37187457329,"1",5565.80437362585,"1"
1986-11-21,5495.02577277599,"1",4780.252265223,"1"
1986-11-24,4786.49794996967,"1",4602.12637700126,"1"
1986-11-25,4408.96179521023,"1",4481.3754405088,"1"
1986-11-26,4388.58038971918,"1",4810.16377617244,"1"
1986-11-28,4651.04009025171,"1",5308.5837486924,"1"
1986-12-01,5220.47295050284,"1",6080.66887058377,"1"
1986-12-02,5885.45212374359,"1",6781.24628600808,"1"
1986-12-03,6866.29457758598,"1",7799.15373571945,"1"
1986-12-04,7067.28818524713,"1",7981.3173727832,"1"
1986-12-05,7870.0733771303,"1",8398.98031192941,"1"
1986-12-08,8563.27402603781,"1",8586.26827321253,"1"
1986-12-09,8678.20329623313,"1",8371.96950197302,"1"
1986-12-10,8487.49825264513,"1",8494.42906469042,"1"
1986-12-11,8482.77008296483,"1",7966.83491232635,"1"
1986-12-12,8023.97706929878,"1",7748.76433254309,"1"
1986-12-15,7628.29281144495,"1",7694.75566798439,"1"
1986-12-16,7634.06388373242,"1",7793.97034275296,"1"
1986-12-17,7751.30851741477,"1",7403.50571157897,"1"
1986-12-18,7303.12007552526,"1",7250.98931175264,"1"
1986-12-19,7083.73924354359,"1",7244.09518716767,"1"
1986-12-22,7203.65154950465,"1",7366.16253166618,"1"
1986-12-23,7500.34698570697,"1",7689.48561133044,"1"
1986-12-24,7628.94619495849,"1",7995.98142358216,"1"
1986-12-26,8007.79507247707,"1",8567.19271742996,"1"
1986-12-29,8435.67191020484,"1",9011.75002868271,"1"
1986-12-30,8966.6715968553,"1",9192.64462742982,"1"
1986-12-31,9128.6689210137,"1",9460.9259311156,"1"
1987-01-02,9328.49629780432,"1",9338.45737877522,"1"
1987-01-05,9331.04649729627,"1",9562.92708837757,"1"
1987-01-06,9436.83674851625,"1",9696.23946631623,"1"
1987-01-07,9707.62526455915,"1",10079.4132765135,"1"
1987-01-08,9979.49330603884,"1",10405.7080904584,"1"
1987-01-09,10358.1296057835,"1",10759.6657681954,"1"
1987-01-12,10712.0382387645,"1",10993.5151106466,"1"
1987-01-13,10923.7455189706,"1",10731.9042219314,"1"
1987-01-14,10684.9855011271,"1",10034.2993216031,"1"
1987-01-15,9886.20196262984,"1",9685.30172749828,"1"
1987-01-16,9563.75044951709,"1",9635.99774680061,"1"
1987-01-20,9600.85193231271,"1",9647.95204440236,"1"
1987-01-21,9601.17435376317,"1",9609.30383512467,"1"
1987-01-22,9503.37467864137,"1",9585.25097754912,"1"
1987-01-23,9483.65345806734,"1",9725.96875122021,"1"
1987-01-26,9618.62406087373,"1",9601.74700118135,"1"
1987-01-27,9545.74985723848,"1",7954.49223522306,"1"
1987-01-28,7799.7371922533,"1",6419.45002865024,"1"
1987-01-29,6351.46432271711,"1",5123.07849693353,"1"
1987-01-30,5077.21363939345,"1",4068.70245852438,"1"
1987-02-02,4046.65224755325,"1",3163.31474118663,"1"
1987-02-03,3124.566840431,"1",2880.72212113331,"1"
1987-02-04,2865.45017913623,"1",2446.46170127399,"1"
1987-02-05,2484.94881560707,"1",1874.66406908334,"1"
1987-02-06,1848.47021321105,"1",1396.80023031851,"1"
1987-02-09,1394.84092975659,"1",1506.30107233638,"1"
1987-02-10,1346.78183052916,"1",1853.0742419506,"1"
1987-02-11,1871.45088156784,"1",2370.18697394214,"1"
1987-02-12,2459.21225104024,"1",2551.5004419079,"1"
1987-02-13,2597.4962789963,"1",2186.87654102896,"1"
1987-02-17,2179.31049619465,"1",2089.79637481977,"1"
1987-02-18,2066.51004826983,"1",1804.86731025011,"1"
1987-02-19,1903.51091970409,"1",2012.90925235247,"1"
1987-02-20,1937.91753759091,"1",2506.98417652083,"1"
1987-02-23,2614.46874585806,"1",3159.36428042409,"1"
1987-02-24,3230.58136555772,"1",3965.72636575319,"1"
1987-02-25,3985.66963015622,"1",4890.50942789643,"1"
1987-02-26,4989.05015956823,"1",5153.01869895821,"1"
1987-02-27,5204.36917478162,"1",5724.69574839289,"1"
1987-03-02,5585.26366188022,"1",6278.54050263742,"1"
1987-03-03,6657.10161243926,"1",6638.53529251413,"1"
1987-03-04,6879.25389730422,"1",6870.79873505627,"1"
1987-03-05,6898.33590614715,"1",6383.45043184002,"1"
1987-03-06,6495.10237951804,"1",5340.86185738009,"1"
1987-03-09,5177.98451741773,"1",4281.11471826609,"1"
1987-03-10,4478.67244353713,"1",4126.34198192315,"1"
1987-03-11,4248.35994688441,"1",3609.31810437633,"1"
1987-03-12,3664.14961791992,"1",2902.98657262363,"1"
1987-03-13,2699.79510296413,"1",2070.43924081664,"1"
1987-03-16,1836.91223601702,"1",1389.44455589604,"1"
1987-03-17,1407.62451603579,"1",1593.96129734861,"1"
1987-03-18,1684.24334510084,"1",2342.60564601435,"1"
1987-03-19,2633.86485576147,"1",3492.8929293041,"1"
1987-03-20,3718.62078792182,"1",4766.93747381173,"1"
1987-03-23,4914.31489144096,"1",5230.19359172968,"1"
1987-03-24,5284.59555351974,"1",4480.0724025054,"1"
1987-03-25,4352.65401733807,"1",3654.09418947045,"1"
1987-03-26,3761.18448927542,"1",3120.90007911381,"1"
1987-03-27,3106.30056150868,"1",2596.77974998884,"1"
1987-03-30,2645.00695410983,"1",2392.85820333252,"1"
1987-03-31,2518.37094695327,"1",2571.84393409291,"1"
1987-04-01,2717.59658181866,"1",2441.4321086171,"1"
1987-04-02,2595.35924376122,"1",2752.36463429213,"1"
1987-04-03,2792.91211651788,"1",3457.74761027466,"1"
1987-04-06,3524.95573256527,"1",4383.65488376044,"1"
1987-04-07,4548.61895380915,"1",5227.63419246078,"1"
1987-04-08,5344.62072419073,"1",6038.82385633935,"1"
1987-04-09,6089.37806075088,"1",6951.34563110473,"1"
1987-04-10,6953.63316333854,"1",7857.67218080908,"1"
1987-04-13,7897.74321140235,"1",7523.80941161406,"1"
1987-04-14,7606.94188068545,"1",7500.18226632852,"1"
1987-04-15,7392.53837075107,"1",7633.88122805705,"1"
1987-04-16,7665.39630836916,"1",7279.5957036126,"1"
1987-04-20,7415.5022964427,"1",6462.27894564328,"1"
1987-04-21,6454.55162365077,"1",5978.66008216216,"1"
1987-04-22,5954.02199819008,"1",5974.67806460174,"1"
1987-04-23,6049.64917183192,"1",5572.49846759279,"1"
1987-04-24,5589.73054521978,"1",5290.55616220458,"1"
1987-04-27,5210.3337986258,"1",5254.66226305896,"1"
1987-04-28,5373.00717983301,"1",4587.20037775294,"1"
1987-04-29,4575.64850802993,"1",3912.64845603782,"1"
1987-04-30,3871.70136870856,"1",3109.73228352829,"1"
1987-05-01,3024.56833184656,"1",2601.48550493372,"1"
1987-05-04,2804.20146951358,"1",2744.97843102409,"1"
1987-05-05,2699.41502111087,"1",2980.3334628382,"1"
1987-05-06,2673.44631436004,"1",3190.14757551463,"1"
1987-05-07,3215.09520386871,"1",2981.91321735018,"1"
1987-05-08,2903.09502588683,"1",3117.40723286026,"1"
1987-05-11,3827.49226094354,"1",4310.67600715216,"1"
1987-05-12,4822.62848959783,"1",5177.90275841671,"1"
1987-05-13,5137.50397668272,"1",5658.63543793001,"1"
1987-05-14,5616.65159274504,"1",6006.09800860665,"1"
1987-05-15,6312.64241044967,"1",7078.32517843489,"1"
1987-05-18,6815.22663355951,"1",7364.25632029753,"1"
1987-05-19,5796.14221700978,"1",6292.36412781993,"1"
1987-05-20,5654.5655796657,"1",6096.28843569309,"1"
1987-05-21,5769.76724295427,"1",4827.05738181082,"1"
1987-05-22,4509.13577051188,"1",3800.27493094424,"1"
1987-05-26,3890.26269360793,"1",3299.60660997921,"1"
1987-05-27,3070.66396188399,"1",2664.42334297252,"1"
1987-05-28,1415.3764880359,"1",1302.66039413765,"1"
1987-05-29,878.992035183992,"1",725.630199037355,"1"
1987-06-01,624.864880137381,"1",611.359843528175,"1"
1987-06-02,719.716962085637,"1",591.856545104475,"1"
1987-06-03,1148.49233296043,"1",1558.69238811211,"1"
1987-06-04,1092.80119865774,"1",1812.3318087221,"1"
1987-06-05,3019.06569442232,"1",4156.53829176957,"1"
1987-06-08,2941.00877288255,"1",3925.6960266147,"1"
1987-06-09,3508.9839615547,"1",2954.90626908825,"1"
1987-06-10,2771.97041202862,"1",2372.56083544378,"1"
1987-06-11,2883.25807592556,"1",2465.06947533764,"1"
1987-06-12,2120.05031392898,"1",1805.22773154148,"1"
1987-06-15,1425.98703604118,"1",1345.06746552743,"1"
1987-06-16,1195.95891097279,"1",1118.45382836228,"1"
1987-06-17,1757.03231902823,"1",1635.19226924214,"1"
1987-06-18,1967.4992109987,"1",1681.82235944103,"1"
1987-06-19,1574.6328876135,"1",1514.977821681,"1"
1987-06-22,1183.32537641131,"1",1212.46044654498,"1"
1987-06-23,996.127809090356,"1",1180.05072308675,"1"
1987-06-24,1251.67647210112,"1",1278.25849476512,"1"
1987-06-25,1529.28645140077,"1",1314.28183285314,"1"
1987-06-26,1185.4540000481,"1",1001.47473497891,"1"
1987-06-29,737.935732351872,"1",623.831022725179,"1"
1987-06-30,445.689200878326,"1",371.699060664499,"1"
1987-07-01,328.547050380322,"1",272.787482235142,"1"
1987-07-02,727.183797894376,"1",831.117834816482,"1"
1987-07-06,332.195666016246,"1",441.128227387461,"1"
1987-07-07,460.36994696095,"1",457.923381733719,"1"
1987-07-08,692.183637367299,"1",553.346368098166,"1"
1987-07-09,494.002382214709,"1",405.233846808023,"1"
1987-07-10,314.942063115394,"1",251.28597963057,"1"
1987-07-13,178.594222272082,"1",153.64244843316,"1"
1987-07-14,708.249256928925,"1",692.42868528143,"1"
1987-07-15,1829.89273045783,"1",2090.47909792666,"1"
1987-07-16,2584.57679160901,"1",3061.06189669956,"1"
1987-07-17,2707.08487878685,"1",3171.97667183189,"1"
1987-07-20,5062.07330923058,"1",5367.05165841222,"1"
1987-07-21,7065.28053734187,"1",7131.82119856765,"1"
1987-07-22,7843.91269077803,"1",7408.39826334534,"1"
1987-07-23,8032.01602098392,"1",7077.92225975036,"1"
1987-07-24,7403.39921121813,"1",6366.80740626394,"1"
1987-07-27,6538.56914234126,"1",5424.81428600876,"1"
1987-07-28,5439.1226312214,"1",4371.39851389104,"1"
1987-07-29,4806.91591381138,"1",3836.58362722156,"1"
1987-07-30,3752.59758637832,"1",2943.73182749949,"1"
1987-07-31,2875.06981035596,"1",2519.5854187044,"1"
1987-08-03,2508.09434506761,"1",1913.47883413805,"1"
1987-08-04,1821.345843382,"1",1565.79056689934,"1"
1987-08-05,1782.4755648027,"1",1382.13507216101,"1"
1987-08-06,1554.79880177244,"1",1614.4990049598,"1"
1987-08-07,1297.49005197589,"1",1265.60644183893,"1"
1987-08-10,1460.46346149345,"1",1947.71783626648,"1"
1987-08-11,1522.72244676249,"1",2175.58425028462,"1"
1987-08-12,2127.02025117581,"1",2208.48769229922,"1"
1987-08-13,2222.78806042084,"1",2503.54607948747,"1"
1987-08-14,2257.32729035301,"1",3095.65768723959,"1"
1987-08-17,2962.14032942426,"1",3101.64649298467,"1"
1987-08-18,3321.70341822232,"1",2852.18898925789,"1"
1987-08-19,3164.31151552486,"1",2589.02792901901,"1"
1987-08-20,2649.00303106884,"1",2236.59770200697,"1"
1987-08-21,2216.17966372746,"1",2360.80144466636,"1"
1987-08-24,2330.14055539108,"1",2755.56093169545,"1"
1987-08-25,2829.94487380472,"1",3031.53864720605,"1"
1987-08-26,2998.80258946185,"1",3553.35498646116,"1"
1987-08-27,3384.49876648787,"1",3314.3334685209,"1"
1987-08-28,3505.61219105307,"1",2941.25959219945,"1"
1987-08-31,2937.71240442627,"1",2408.39552209012,"1"
1987-09-01,2514.62440126407,"1",2157.9351832939,"1"
1987-09-02,2337.60532245158,"1",2444.61436187615,"1"
1987-09-03,2282.12694412434,"1",2437.9383149345,"1"
1987-09-04,2335.53432363247,"1",1877.93850619874,"1"
1987-09-08,2017.94764687268,"1",1875.28056346274,"1"
1987-09-09,2135.06672059237,"1",2137.64665033058,"1"
1987-09-10,2246.20690891085,"1",1823.43432948083,"1"
1987-09-11,1585.34260390602,"1",1270.99982095757,"1"
1987-09-14,1093.57312682329,"1",849.790349101371,"1"
1987-09-15,995.066552971922,"1",807.206280093418,"1"
1987-09-16,1228.62189950739,"1",1011.38951458909,"1"
1987-09-17,1224.60157351071,"1",997.628897650585,"1"
1987-09-18,860.379633455283,"1",669.921197545615,"1"
1987-09-21,606.433236297885,"1",917.331311091915,"1"
1987-09-22,1155.05766557211,"1",1404.84523646592,"1"
1987-09-23,1491.85336161415,"1",1596.73259621754,"1"
1987-09-24,1756.28875483591,"1",1468.43510530618,"1"
1987-09-25,1469.47995281962,"1",1279.88486941216,"1"
1987-09-28,1130.39943316161,"1",1286.17686720785,"1"
1987-09-29,1148.61906305262,"1",955.279804702653,"1"
1987-09-30,1410.90333176982,"1",1501.21738496718,"1"
1987-10-01,1682.2363581104,"1",2329.91058480489,"1"
1987-10-02,1803.42857526439,"1",2607.97925486205,"1"
1987-10-05,2028.40794497551,"1",2924.35856235847,"1"
1987-10-06,2631.80724591318,"1",3564.63330965831,"1"
1987-10-07,3550.97240298383,"1",4562.15718469686,"1"
1987-10-08,4443.13720139989,"1",5374.77414690256,"1"
1987-10-09,5594.76984055644,"1",6592.21714455247,"1"
1987-10-13,6768.04368562136,"1",7219.16182259043,"1"
1987-10-14,7074.41974646651,"1",7403.20526625726,"1"
1987-10-15,7490.63304367291,"1",7232.73663752276,"1"
1987-10-16,7413.05012268356,"1",7310.40485909316,"1"
1987-10-19,7309.89425692387,"1",7448.03123487143,"1"
1987-10-20,7250.05459032858,"1",5993.47837291295,"1"
1987-10-21,6217.62540179087,"1",5424.77117584757,"1"
1987-10-22,5089.2337068374,"1",4424.58263370124,"1"
1987-10-23,3884.46787281558,"1",3230.93080645998,"1"
1987-10-26,3143.05380460304,"1",2843.59350618786,"1"
1987-10-27,2944.57106983611,"1",2459.4938306352,"1"
1987-10-28,2223.49919308509,"1",1691.65653716354,"1"
1987-10-29,1548.39236953937,"1",1135.17511955989,"1"
