"","date","","","","","","","","","",""
"1",5829,4491.67472173193,0,5374.28029014852,0,4468.36373654371,0,5225.26840456853,0,6991.68283390304,0
"2",5830,4515.35624178077,0,4045.30542795924,0,4351.12384470533,0,3987.41510250407,0,6038.20088880955,0
"3",5831,4642.57401301804,0,6951.29058928728,0,4998.0773288407,0,6905.4419625988,0,8415.82543850399,0
"4",5832,5141.90397441164,0,2383.13006744078,0,4619.77441271014,0,2349.33914788833,0,5171.16122728995,0
"5",5835,4603.25225485619,0,5143.85019839045,0,4569.54614848541,0,5019.55591677407,0,6922.47179482322,0
"6",5836,4589.41121516806,0,5942.75706406748,0,4716.72967562989,0,5822.91834971607,0,7543.57399228803,0
"7",5838,4972.68557996405,0,8178.68702087258,0,5527.88009578721,0,8119.55354242389,0,9599.60666030282,0
"8",5839,5473.41666677346,0,9211.64786063593,0,6167.62635885097,0,9167.30048727282,0,10744.3820633611,0
"9",5842,6253.40413422836,0,8514.98861552485,0,6740.17582534429,0,8505.21588961588,0,10726.3441077224,0
"10",5843,6814.61647826035,0,6831.72590639668,0,6938.54243457962,0,6854.46010657113,0,9790.26111876992,0
"11",5845,7035.10156278859,0,2649.16589442956,0,6260.83487711636,0,2607.71788616118,0,6602.59844646098,0
"12",5846,6440.48100219934,0,842.290512313989,0,5399.92219072259,0,760.262589080308,0,4799.93236482214,0
"13",5849,5417.66752772059,0,394.626178203094,0,4447.50296196231,0,355.66611985272,0,3809.58702445909,0
"14",5850,4397.78561822291,0,800.402242958159,0,3605.80410999626,0,751.896933700228,0,3451.75921196428,0
"15",5851,3632.20717253906,0,2412.04561703318,0,3216.79028865361,0,2322.32500754458,0,4196.66292943429,0
"16",5852,3242.14550238834,0,3922.73335938868,0,3161.68974170311,0,3830.08326534162,0,5126.09659742156,0
"17",5853,3014.94095099505,0,6252.81782927488,0,3363.88613999778,0,6099.7993252005,0,6768.67021932134,0
"18",5856,3267.71961161746,0,6526.45283193012,0,3675.90792625179,0,6393.02463394185,0,7159.16189360786,0
"19",5857,3566.54071533217,0,8920.51043585796,0,4251.54053727905,0,8645.55558927624,0,9128.81180609351,0
"20",5858,4509.91473789667,0,7894.27704786655,0,4951.15592670553,0,7693.79002567454,0,8979.02904052715,0
"21",5859,5205.20876461268,0,4458.893510344,0,4976.45412561616,0,4323.11810649995,0,6767.31272493174,0
