"","date","","","","","","","","","",""
"1",5829,1414.88647601709,0,393.964712479998,0,1286.41537485563,0,448.307900347635,0,1267.13782594403,0
"2",5830,1250.56453402969,0,263.115261741519,0,1104.8247415164,0,299.50662849171,0,1045.4823032475,0
"3",5831,1099.8970999897,0,137.348347839111,0,939.841018778552,0,158.191727077391,0,838.479799244176,0
"4",5832,937.957434657053,0,1304.23643535333,0,1065.48607481291,0,1390.91079553435,0,1687.19573011313,0
"5",5835,1021.26711909499,0,158.893568772761,0,875.787242883299,0,175.429786571551,0,800.177362384927,0
"6",5836,864.191641440039,0,1087.91918977779,0,907.312870586546,0,1109.5770868491,0,1424.81225591124,0
"7",5838,903.264005778093,0,141.024135949208,0,761.182840727468,0,145.183941107637,0,700.010432229192,0
"8",5839,742.535421556613,0,57.2705251446494,0,599.085395267007,0,51.0003522153708,0,523.496054734844,0
"9",5842,595.251116736686,0,539.663770084543,0,545.876940675439,0,519.935253261789,0,795.795630374646,0
"10",5843,574.42233116603,0,1013.95463143057,0,628.913794544166,0,1010.9344814325,0,1163.92516432062,0
"11",5845,748.293890006596,0,1929.23688960716,0,976.02938253553,0,1957.28535439263,0,2015.58547738142,0
"12",5846,961.109978259405,0,3252.01480780243,0,1400.51023361211,0,3275.4761807785,0,3185.58951301648,0
"13",5849,1391.36917885423,0,2878.75097529831,0,1712.08112998633,0,2901.67060616653,0,3173.63106595817,0
"14",5850,1717.17802768161,0,1610.51616742185,0,1796.00711884586,0,1661.99038031099,0,2414.09121546431,0
"15",5851,1743.38897863976,0,1250.25803342552,0,1738.46445677382,0,1291.33051306743,0,2141.84957742733,0
"16",5852,1658.41840159845,0,2809.52645229575,0,1860.74875680196,0,2769.2163423136,0,3251.20484320059,0
"17",5853,1848.90989910763,0,3949.36621581518,0,2219.00895635445,0,3902.27613291761,0,4263.83604124804,0
"18",5856,2322.34976299028,0,4229.86340920011,0,2678.15611828616,0,4187.31630418758,0,4794.84351279099,0
"19",5857,2620.40032810088,0,5476.33155620375,0,3122.23349822856,0,5396.70782458081,0,5939.36598480402,0
"20",5858,3260.97089105212,0,5447.45000640313,0,3698.56318092339,0,5406.44983821991,0,6360.88378341938,0
"21",5859,3898.79663299221,0,4228.78260386869,0,4010.28535750803,0,4185.96572341085,0,5819.0345512553,0
"22",5860,4051.92717349929,0,3166.6038909887,0,3944.43281257133,0,3137.17091402859,0,5096.35811513144,0
"23",5864,3952.92329393632,0,4064.50351452479,0,3919.41311169298,0,3949.50941072241,0,5674.48824201176,0
"24",5865,3889.17903198187,0,3172.47068108516,0,3706.65382939807,0,3076.42792812501,0,4948.08072551953,0
"25",5866,3813.74707747969,0,2370.47403735702,0,3511.9207633785,0,2300.96759862921,0,4289.9437351014,0
"26",5867,3444.79539313291,0,1574.05517839053,0,3059.55541956178,0,1525.84176715999,0,3440.68405399535,0
"27",5870,3132.82921588346,0,1128.43618409662,0,2710.87809800602,0,1090.56117090803,0,2895.86336162435,0
"28",5871,2758.84249901844,0,172.091539107703,0,2242.61143676344,0,170.133753892361,0,1927.55789853211,0
"29",5872,2290.39040409108,0,555.156006972575,0,1897.27950269938,0,543.298057709432,0,1916.72314085738,0
"30",5873,1853.19868928768,0,1755.00440825873,0,1725.14307284634,0,1721.9929694832,0,2558.42169263067,0
"31",5874,1693.08742633533,0,1850.1484064021,0,1624.71026026186,0,1822.95621242329,0,2533.22037542197,0
"32",5877,1622.01637494819,0,384.273163123106,0,1338.00193734737,0,382.073316028323,0,1355.30719819905,0
"33",5878,1311.23041696465,0,1.07536546004403,0.141105569708762,1016.1253803841,0,0.379982022970494,0.351979379842867,852.578778645003,0
"34",5879,980.490244384678,0,283.039965951771,0,792.753888544354,0,278.072564430274,0,854.520793475565,0
"35",5880,826.282723210339,0,229.90439211683,0,667.762521573468,0,226.798818722602,0,714.160221067112,0
"36",5881,713.769329370137,0,308.626458787715,0,598.247265814115,0,305.606329363956,0,702.775300427392,0
"37",5884,606.207243362526,0,1198.73553609776,0,678.937137368328,0,1196.96008971761,0,1331.27184747508,0
"38",5885,700.90699792229,0,2193.85359278944,0,963.19352406061,0,2203.18194103371,0,2180.67390622495,0
"39",5886,1009.80056801478,0,3167.32396004097,0,1413.45587434849,0,3174.50526531956,0,3142.48815471909,0
"40",5887,1474.47260382591,0,4047.88141894762,0,1988.81536999791,0,4063.47148387227,0,4141.01732936675,0
"41",5888,2076.18215963769,0,4825.81156016744,0,2661.16096756965,0,4853.08867872333,0,5150.43315153353,0
"42",5892,2677.98486616207,0,349.909548033289,0,2353.27324497479,0,361.517599797092,0,2024.61810015518,0
"43",5893,2354.34242214913,0,191.415188938481,0,2010.78387014172,0,188.970077226561,0,1676.88477591625,0
"44",5894,1959.10346298216,0,495.44806629687,0,1712.09124340857,0,494.167904504822,0,1658.28414664327,0
"45",5895,1756.07146986587,0,275.59022186421,0,1491.860586885,0,276.398742830721,0,1356.52362671787,0
"46",5898,1571.40967426836,0,167.078643768303,0,1303.57449799674,0,167.896122680369,0,1151.98971304461,0
"47",5899,1297.30141328985,0,272.888332162368,0,1077.05757600443,0,268.633622766524,0,1053.03573792324,0
"48",5900,1057.9589534256,0,153.036631942611,0,852.952894826225,0,151.907111676097,0,806.227875424324,0
"49",5901,820.925981033797,0,67.493962212472,0,638.754824296368,0,67.3755102962365,0,586.095490635977,0
"50",5902,605.905061771542,0,2.57770481461661,0.00497294600927867,448.037938618764,0,2.66508757363767,0.0038484138237973,395.806158724594,0
"51",5905,430.497275619448,0,-1.57316058735299,0.942159180613103,303.827394011795,0,-1.66663418738924,0.952206416694147,278.467507157742,0
"52",5906,300.265110284072,0,637.757117848275,0,304.906888635096,0,625.48406692467,0,686.144648479868,0
"53",5907,308.532891483535,0,572.700657689259,0,316.787225605599,0,564.740188583374,0,643.581402865025,0
"54",5908,353.115851158247,0,1734.91773681492,0,578.430279562954,0,1724.9547301765,0,1582.47977837622,0
"55",5909,562.07151463069,0,1563.13167744714,0,748.52208410477,0,1560.36586991917,0,1588.76941447044,0
"56",5912,791.358511613723,0,1234.35605976046,0,897.499791634277,0,1234.88387750469,0,1482.36621259993,0
"57",5913,893.222267319524,0,2538.12879975885,0,1220.5834055418,0,2537.45145282238,0,2569.9183112503,0
"58",5914,1144.47903350577,0,365.576977287676,0,1063.71405146669,0,386.066603876034,0,1046.00130385154,0
"59",5915,1127.72268202078,0,1228.89021475566,0,1219.08839475651,0,1271.68897064877,0,1729.10470925517,0
"60",5916,1158.05746252347,0,2229.06297041849,0,1448.09227312162,0,2300.41795588425,0,2554.01280044091,0
"61",5919,1411.13369625802,0,3225.44619468917,0,1853.47638880188,0,3310.65904484195,0,3508.63029872033,0
"62",5920,1842.47216626931,0,4144.2115479509,0,2380.87885725321,0,4225.4698769863,0,4504.59558893779,0
"63",5921,2298.12962538716,0,4947.11061922025,0,2894.34963583054,0,5009.2108950673,0,5414.6285212926,0
"64",5922,2877.38837064313,0,5620.85118490164,0,3497.86712202871,0,5673.64777078015,0,6311.86407483208,0
"65",5923,3495.95364070026,0,6185.27336418543,0,4123.45625011749,0,6237.87422026144,0,7155.99788025063,0
"66",5926,4048.257714743,0,4757.06568359982,0,4340.72800732438,0,4817.9812579154,0,6403.81962775855,0
"67",5927,4267.37115538223,0,2803.09749805749,0,4168.82281481518,0,2873.19139775803,0,5022.65608159285,0
"68",5928,4052.1396741276,0,205.585726352575,0,3394.37925865327,0,177.899802487644,0,2774.3521562711,0
"69",5929,3324.51927209342,0,1958.69173446922,0,3033.70971683517,0,1903.71017348673,0,3656.15061437285,0
"70",5933,3154.29804443959,0,1467.8362117452,0,2801.56846847271,0,1428.8496274132,0,3172.21728247043,0
"71",5934,2875.86004834902,0,1324.19052136658,0,2523.417083455,0,1282.51389368891,0,2876.66419768865,0
"72",5935,2560.4565241204,0,489.861811000145,0,2140.86319562789,0,494.696401950725,0,2051.38760822661,0
"73",5936,2193.60616071015,0,99.6384507739344,0,1755.23028935208,0,108.683478779692,0,1510.03501949086,0
"74",5937,1712.05564824024,0,58.7781130857876,0,1333.41716177029,0,64.7025254381427,0,1162.88624929667,0
"75",5940,1327.81913240388,0,299.904784669758,0,1049.00405535415,0,296.646974224675,0,1095.78526831769,0
"76",5941,1023.48819403928,0,2349.77848051802,0,1099.88228299211,0,2268.49997385284,0,2448.55957366207,0
"77",5942,1077.66184529606,0,3864.7042204778,0,1426.5585730705,0,3764.27453127565,0,3657.733322233,0
"78",5943,1805.47964318854,0,4323.54240182322,0,2206.79843092283,0,4267.25915393498,0,4523.03105261105,0
"79",5944,2496.14360372316,0,5436.21081110671,0,3062.5599447243,0,5422.92688864046,0,5875.33249423323,0
"80",5947,3153.4749283801,0,4164.98200190247,0,3421.15793570169,0,4160.50358715114,0,5315.20796112774,0
"81",5948,3457.3659068436,0,3906.58761375195,0,3607.24603638822,0,3872.33585116769,0,5288.5162282293,0
"82",5949,3526.57148607275,0,4802.04340227412,0,3855.4952450554,0,4809.21548618698,0,6059.04982760669,0
"83",5950,3801.96882431099,0,5475.88797460178,0,4243.90035927466,0,5522.89858272428,0,6794.29871096891,0
"84",5951,3809.30757393506,0,5192.03108687907,0,4222.03410703815,0,5270.92040327273,0,6599.67967407377,0
"85",5954,4226.82958010726,0,5802.11521846212,0,4692.64015124658,0,5899.65700906006,0,7365.97061435129,0
"86",5955,4669.62129083761,0,4839.57377309618,0,4842.82494573199,0,4903.09798618313,0,6873.75444103964,0
"87",5956,4704.46919762165,0,4642.82711807627,0,4784.48798300006,0,4672.74016073224,0,6718.10207232986,0
"88",5957,4582.80729860483,0,4880.48648906865,0,4660.11447689865,0,4863.07478032959,0,6792.3738381838,0
"89",5958,4562.19333787302,0,5280.24251275483,0,4679.82839318033,0,5246.90316820835,0,7083.06870791049,0
"90",5961,4695.99161826613,0,5697.42605116526,0,4844.24703221893,0,5650.51378081011,0,7487.65515042596,0
"91",5962,4936.21140024504,0,5664.1969549716,0,5035.30594505951,0,5618.30782187819,0,7619.37418981456,0
"92",5963,5213.67876547447,0,5815.45180626613,0,5271.6451279929,0,5751.12224565282,0,7905.28824715437,0
"93",5964,5434.52665635814,0,4391.90140880344,0,5195.5084653111,0,4326.50894595818,0,6933.87136803276,0
"94",5965,5362.46828844959,0,4019.52056347857,0,4995.43448838316,0,3894.70383486086,0,6552.17554722288,0
"95",5968,5039.52909133036,0,4405.6620947337,0,4692.61906521762,0,4191.8376640906,0,6580.91530222725,0
"96",5969,4861.14315268797,0,5367.65332371498,0,4658.36130169644,0,5103.68009383358,0,7181.7724321346,0
"97",5970,4898.15985484494,0,6406.93703972328,0,4833.82099876745,0,6100.29948955733,0,7985.62220593676,0
"98",5971,5044.75672685273,0,6115.79374226883,0,4955.35362859566,0,5851.32611047805,0,7883.56200877434,0
"99",5972,5237.98318646514,0,6072.99096670854,0,5116.29422455867,0,5805.98158579101,0,7974.07700308527,0
"100",5975,5432.86568708907,0,5920.69365124748,0,5251.30113248984,0,5645.63187320137,0,7976.51418690876,0
"101",5976,5588.30329229534,0,6736.31085233198,0,5571.9117944651,0,6495.33639871981,0,8746.22181852683,0
"102",5977,5779.80228299522,0,5082.17265244775,0,5477.0356505401,0,4879.68635961413,0,7600.06173911504,0
