"date","H1","ph1","H10","ph10"
1987-09-08,4038.04368725769,"1",3320.99385644751,"1"
1987-09-09,3312.07896513488,"1",2709.01061415794,"1"
1987-09-10,2813.77695833862,"1",2371.41085853877,"1"
1987-09-11,2503.09614259854,"1",2428.66247147029,"1"
1987-09-14,2337.25515171172,"1",1907.22086730723,"1"
1987-09-15,1898.24062825453,"1",1630.45028346848,"1"
1987-09-16,1708.89163361887,"1",1697.13731288221,"1"
1987-09-17,1651.18494155139,"1",1310.3889070644,"1"
1987-09-18,1313.74561699067,"1",1167.49121313052,"1"
1987-09-21,1202.4448303506,"1",1748.00434237519,"1"
1987-09-22,1733.96509914069,"1",2375.85769246014,"1"
1987-09-23,2449.03692579677,"1",3041.04280496477,"1"
1987-09-24,3149.18363582319,"1",3185.38327020337,"1"
1987-09-25,3121.39564780305,"1",2875.74017052879,"1"
1987-09-28,2819.02561250856,"1",2356.61999677828,"1"
1987-09-29,2300.50194038547,"1",2351.64941251777,"1"
1987-09-30,2393.70601593557,"1",2936.90938746274,"1"
1987-10-01,2976.13819055708,"1",3942.48114434862,"1"
1987-10-02,3886.28082173346,"1",5052.95936432964,"1"
1987-10-05,5076.07890382005,"1",6270.40918130899,"1"
1987-10-06,6332.17032901334,"1",7479.3997006673,"1"
1987-10-07,7468.3596880921,"1",8493.60924604373,"1"
1987-10-08,8467.70003604403,"1",9390.0009975332,"1"
1987-10-09,9329.88295959306,"1",10245.4210826754,"1"
1987-10-13,10118.6010860336,"1",10664.5063868624,"1"
1987-10-14,10571.0549310124,"1",10994.3283487693,"1"
1987-10-15,10927.6418310796,"1",10967.3236587748,"1"
1987-10-16,10917.957241815,"1",11006.593795671,"1"
1987-10-19,11011.9315113213,"1",11245.6530169709,"1"
1987-10-20,11232.4210435426,"1",9366.58003580836,"1"
1987-10-21,9385.38467463885,"1",7906.77648073072,"1"
1987-10-22,7916.868309084,"1",6559.94519889124,"1"
